Metric,Mean,Median,Std,Min,Max,Range,Q1,Q3,IQR
PSNR,38.68809755200701,38.92319113198641,2.354539007052046,28.8037141336231,42.84091804227834,14.03720390865524,37.18180473347834,40.27416895662571,3.0923642231473707
SSIM,0.9875713649789064,0.9886216375144516,0.0047748426559737185,0.9677632195146207,0.9948555906100651,0.02709237109544438,0.9846137250578987,0.991162294726533,0.006548569668634374
MAE,0.001675977804858923,0.001590444527420343,0.0007483934018926895,0.0006791856553819445,0.00594719780815972,0.0052680121527777755,0.0011998095543555964,0.0019729514527165033,0.0007731418983609069
