Metric,Mean,Median,Std,Min,Max,Range,Q1,Q3,IQR
PSNR,32.5100886594185,32.35385869307038,2.8731038150146846,23.03872093973533,39.36642610589231,16.327705166156978,30.615421805710348,34.26997987910777,3.6545580733974248
SSIM,0.9709930145752184,0.9715923909691766,0.01009564299560473,0.9367864510755899,0.9897885736036537,0.0530021225280638,0.9658155069158956,0.9779654689492511,0.0121499620333555
MAE,0.004127928196289367,0.0037551281498927696,0.003019101361239583,0.0012207230711294935,0.027363297206903597,0.026142574135774102,0.0025878806519352535,0.00487608566782833,0.002288205015893076
PSNR,32.5100886594185,32.35385869307038,2.8731038150146846,23.03872093973533,39.36642610589231,16.327705166156978,30.615421805710348,34.26997987910777,3.6545580733974248
SSIM,0.9709930145752184,0.9715923909691766,0.01009564299560473,0.9367864510755899,0.9897885736036537,0.0530021225280638,0.9658155069158956,0.9779654689492511,0.0121499620333555
MAE,0.004127928196289367,0.0037551281498927696,0.003019101361239583,0.0012207230711294935,0.027363297206903597,0.026142574135774102,0.0025878806519352535,0.00487608566782833,0.002288205015893076
PSNR,35.551824024067336,35.397480534011514,3.3021282047438802,28.46385790940154,44.40932685454902,15.945468945147482,33.08328757230888,37.70742433094254,4.624136758633654
SSIM,0.9764977459958845,0.9817451626500115,0.016391033614599364,0.8861391840760643,0.9949441110779288,0.1088049270018645,0.9702416158383077,0.987179354475826,0.01693773863751835
MAE,0.0032958299823835783,0.0029143090341605385,0.0018844459565589267,0.0007771211511948529,0.014886235255821079,0.014109114104626227,0.0020194359075010214,0.004144850587533189,0.0021254146800321677
