2 391100 0.725396454334259 0.2502465844154358 33.754188537597656 0.004759726580232382
2 391100 0.835474967956543 0.24456170201301575 33.64981460571289 0.0048660095781087875
3 391200 0.5651476979255676 0.18633821606636047 34.30787658691406 0.004722068551927805
4 391300 0.55864417552948 0.25585731863975525 39.2934684753418 0.002265002578496933
5 391400 0.5513834953308105 0.296795517206192 36.94349670410156 0.002991347573697567
6 391500 0.7636507749557495 0.2484866827726364 35.93717956542969 0.003390820464119315
8 391600 0.6884713768959045 0.28283315896987915 41.74595260620117 0.0014080214314162731
9 391700 0.5470565557479858 0.10873886942863464 36.001914978027344 0.004155415575951338
10 391800 0.7530462741851807 0.25857678055763245 38.14839553833008 0.0031918094027787447
11 391900 0.6510469913482666 0.24940401315689087 36.233604431152344 0.0035089480224996805
12 392000 0.44130557775497437 0.1883600950241089 36.197357177734375 0.0041342368349432945
14 392100 0.6448838710784912 0.2512584626674652 39.85795593261719 0.0020153787918388844
15 392200 0.9944788217544556 0.25424641370773315 38.51148223876953 0.002354186959564686
16 392300 0.3399793207645416 0.23270192742347717 36.905059814453125 0.003209284506738186
17 392400 0.9161975979804993 0.2553580403327942 40.86602783203125 0.0016614742344245315
18 392500 0.47804421186447144 0.22157803177833557 38.17655944824219 0.0029363983776420355
20 392600 0.9513463973999023 0.25528812408447266 39.317237854003906 0.0021908225025981665
21 392700 0.44896572828292847 0.16504964232444763 38.58063888549805 0.0028122845105826855
22 392800 0.4355739951133728 0.31316399574279785 36.34616470336914 0.004002146422863007
23 392900 0.5655341744422913 0.2998374104499817 38.25560760498047 0.0027929407078772783
24 393000 0.2897653579711914 0.23859837651252747 35.975948333740234 0.00409711292013526
25 393100 0.42614224553108215 0.2007906436920166 41.38601303100586 0.0023143335711210966
27 393200 0.14801836013793945 0.2121192216873169 37.836002349853516 0.004065042827278376
28 393300 0.42147570848464966 0.17189446091651917 37.531986236572266 0.0029969550669193268
29 393400 0.9519389867782593 0.29283273220062256 40.00186538696289 0.0044271149672567844
30 393500 0.43799272179603577 0.349107563495636 40.20463180541992 0.001972642494365573
31 393600 0.44356176257133484 0.32159554958343506 39.27027130126953 0.002766863675788045
33 393700 0.29797443747520447 0.0965845137834549 40.973358154296875 0.0016813859110698104
34 393800 0.41066089272499084 0.03865041583776474 38.83661651611328 0.0023012582678347826
35 393900 0.985399067401886 0.0974273756146431 36.82182693481445 0.0032033149618655443
36 394000 0.4699022173881531 0.12573501467704773 37.26948547363281 0.0036120773293077946
37 394100 0.7128247022628784 0.2492254376411438 40.82343673706055 0.0024235746823251247
39 394200 0.36191102862358093 0.2640877664089203 38.862876892089844 0.003065855707973242
40 394300 0.4033466875553131 0.005492142867296934 37.73009490966797 0.003231318201869726
41 394400 0.16434721648693085 0.0035405673552304506 39.207855224609375 0.004957742057740688
42 394500 0.2791360914707184 0.1518022119998932 39.92145538330078 0.002594286808744073
43 394600 0.6759943962097168 0.2655637264251709 43.28061294555664 0.001065723248757422
