Metric,Mean,Median,Std,Min,Max,Range,Q1,Q3,IQR
PSNR,28.769953202007553,28.828155094191203,5.62332182719104,14.521543804104791,38.73910006340011,24.217556259295318,25.501239000163434,33.057949749809595,7.556710749646161
SSIM,0.958525787018969,0.9672740995048298,0.025500500785130106,0.8965000299632324,0.9887270390524013,0.09222700908916892,0.9459161026157082,0.978565225738806,0.032649123123097756
MAE,0.009309933690272984,0.0061489928002450974,0.009942273499164964,0.001174627565870098,0.050153266059027785,0.048978638493157686,0.0030701481438929735,0.011433640025020425,0.008363491881127451
