Metric,Mean,Median,Std,Min,Max,Range,Q1,Q3,IQR
PSNR,32.52971845030525,32.35761969955584,2.8705844055287164,23.110189042177907,39.36774747441276,16.257558432234852,30.621492092649987,34.24821787016583,3.626725777515844
SSIM,0.9710683224838741,0.9716999011707115,0.010024188244503263,0.937688719728294,0.9897510608589767,0.05206234113068264,0.9658980845761304,0.9779548710144716,0.012056786438341294
MAE,0.004119079950773713,0.0037432203105851715,0.0030034435817257953,0.0012346654156454248,0.027225130367902372,0.025990464952256948,0.0025983773025811886,0.004860757067312602,0.0022623797647314133
